Frame,ID,X,Y
317,28,687,462
317,29,52,456
317,30,160,170
317,13,647,143
317,32,806,140
317,33,16,444
318,17,275,138
318,19,576,67
318,20,784,329
318,21,234,163
318,23,620,379
318,24,146,254
318,26,176,333
318,28,690,462
318,29,56,454
318,30,159,171
318,13,651,142
318,32,805,141
318,33,16,444
319,17,276,137
319,19,576,67
319,20,785,329
319,21,236,161
319,23,621,375
319,24,149,254
319,26,177,329
319,28,692,462
319,29,57,454
319,30,157,171
319,13,652,141
319,32,804,140
319,33,16,443
320,17,277,134
320,19,575,68
320,20,785,329
320,21,237,160
320,23,621,370
320,24,151,254
320,26,178,327
320,28,693,462
320,29,61,454
320,30,156,170
320,13,652,141
320,32,804,141
320,33,15,444
321,17,278,132
321,19,575,68
321,20,785,329
321,21,240,160
321,23,620,365
321,24,153,253
321,26,180,325
321,28,696,462
321,29,62,452
321,30,155,171
321,13,651,140
321,32,803,141
321,33,16,441
322,17,279,130
322,19,574,68
322,20,786,328
322,21,242,159
322,23,622,362
322,24,154,252
322,26,183,324
322,28,698,461
322,29,64,451
322,30,154,172
322,13,650,140
322,32,803,141
322,33,17,440
323,17,280,128
323,19,573,69
323,20,786,326
323,21,243,158
323,23,624,361
323,24,155,252
323,26,189,324
323,28,699,461
323,29,66,448
323,30,152,176
323,13,650,140
323,32,802,143
323,33,18,439
324,17,281,128
324,19,572,69
324,20,786,324
324,21,245,151
324,23,624,360
324,24,155,250
324,26,193,324
324,28,699,460
324,29,71,448
324,30,149,178
324,13,651,139
324,32,802,144
324,33,22,438
325,17,282,127
325,19,571,70
325,20,786,320
325,21,247,155
325,23,625,359
325,24,157,247
325,26,196,324
325,28,701,460
325,29,75,447
325,30,147,178
325,13,651,139
325,32,801,144
325,33,26,438
326,17,284,127
326,19,570,70
326,20,787,317
326,21,248,157
326,23,626,358
326,24,159,244
326,26,198,324
326,28,702,460
326,29,80,447
326,30,145,179
326,13,654,139
326,32,801,145
326,33,29,438
327,17,285,127
327,19,569,70
327,20,787,316
327,21,250,157
327,23,627,356
327,24,160,242
327,26,199,323
327,28,703,459
327,29,87,446
327,30,143,180
327,13,656,138
327,32,800,153
327,33,32,438
328,17,286,126
328,19,568,70
328,20,787,316
328,21,252,155
328,23,628,356
328,24,161,240
328,26,200,322
328,28,703,459
328,29,91,446
328,30,141,180
328,13,655,137
328,32,800,150
328,33,35,437
329,17,287,126
329,19,568,71
329,20,788,315
329,21,252,157
329,23,630,354
329,24,162,240
329,26,202,319
329,28,704,459
329,29,94,446
329,30,139,180
329,13,655,133
329,32,799,149
329,33,37,437
330,17,288,126
330,19,567,71
330,20,789,315
330,21,254,157
330,23,632,353
330,24,164,240
330,26,205,317
330,28,706,459
330,29,96,446
330,30,137,181
330,13,656,132
330,32,798,147
330,33,39,435
331,17,290,126
331,19,566,71
331,20,789,315
331,21,256,156
331,23,634,350
331,24,165,239
331,26,208,315
331,28,705,459
331,29,97,443
331,30,135,182
331,13,657,133
331,32,797,147
331,33,42,431
332,17,291,126
332,19,566,72
332,20,790,315
332,21,257,155
332,23,636,345
332,24,166,239
332,26,212,315
332,28,706,458
332,29,100,440
332,30,133,183
332,13,657,132
332,32,796,149
332,33,44,424
333,17,293,126
333,19,565,73
333,20,790,315
333,21,258,153
333,23,638,339
333,24,168,239
333,26,216,315
333,28,708,458
333,29,102,436
333,30,131,185
333,13,658,131
333,32,795,149
333,33,47,421
334,17,295,125
334,19,564,72
334,20,791,314
334,21,260,152
334,23,640,335
334,24,168,239
334,26,219,315
334,28,710,457
334,29,104,431
334,30,130,186
334,13,659,131
334,32,795,150
334,33,49,417
335,17,296,124
335,19,563,74
335,20,792,313
335,21,261,151
335,23,641,333
335,24,170,237
335,26,223,315
335,28,713,454
335,29,107,427
335,30,129,186
335,13,661,130
335,32,795,151
335,33,51,415
336,17,297,123
336,19,562,75
336,20,794,312
336,21,262,151
336,23,643,331
336,24,171,236
336,26,226,315
336,28,715,451
336,29,107,424
336,30,128,187
336,13,662,130
336,32,795,157
336,33,54,414
337,17,298,122
337,19,562,75
337,20,795,310
337,21,264,139
337,23,644,330
337,24,172,234
337,26,229,315
337,28,717,449
337,29,108,421
337,30,126,188
337,13,663,130
337,32,794,156
337,33,60,413
338,17,300,121
338,19,561,76
338,20,796,308
338,21,265,133
338,23,645,330
338,24,173,231
338,26,232,313
338,28,719,448
338,29,110,421
338,30,122,189
338,13,663,130
338,32,794,156
338,33,65,414
339,17,301,121
339,19,560,76
339,20,797,304
339,21,266,131
339,23,646,330
339,24,173,229
339,26,234,310
339,28,720,447
339,29,112,420
339,30,120,189
339,13,663,130
339,32,793,155
339,33,69,415
340,19,559,77
340,20,798,302
340,21,267,133
340,23,647,330
340,24,174,228
340,26,236,308
340,28,721,447
340,29,116,421
340,30,117,189
340,13,663,131
340,32,793,155
340,33,73,414
341,19,559,77
341,20,799,302
341,21,268,132
341,23,648,329
341,24,175,227
341,26,237,305
341,28,723,448
341,29,119,420
341,30,116,190
341,13,663,131
341,32,792,155
341,33,77,413
342,19,558,78
342,20,800,301
342,21,269,132
342,23,649,328
342,24,177,227
342,26,238,305
342,28,724,448
342,29,123,420
342,30,114,191
342,13,663,131
342,32,791,156
342,33,79,412
343,19,557,78
343,20,801,301
343,21,270,138
343,23,649,326
343,24,178,227
343,26,239,304
343,28,725,447
343,29,126,420
343,30,112,193
343,13,664,130
343,32,790,157
343,33,81,411
344,19,556,77
344,20,801,301
344,21,272,138
344,23,650,321
344,24,180,226
344,26,242,303
344,28,727,445
344,29,130,419
344,30,111,195
344,13,664,128
344,32,789,159
344,33,82,407
345,19,556,77
345,20,802,301
345,21,274,137
345,23,651,314
345,24,181,225
345,26,248,303
345,28,728,442
345,29,133,418
345,30,110,196
345,13,664,127
345,32,789,159
345,33,84,402
345,34,598,473
346,19,555,78
346,20,802,301
346,21,275,136
346,23,651,309
346,24,182,224
346,26,251,302
346,28,729,438
346,29,135,416
346,30,108,198
346,13,665,128
346,32,788,159
346,33,87,398
346,34,600,472
347,19,555,78
347,20,803,300
347,21,277,136
347,23,652,306
347,24,182,223
347,26,253,302
347,28,730,433
347,29,136,415
347,30,107,199
347,13,667,127
347,32,787,160
347,33,89,396
347,34,603,472
348,19,554,79
348,20,803,299
348,21,278,133
348,23,653,306
348,24,183,221
348,26,254,302
348,28,730,428
348,29,138,411
348,30,105,201
348,13,668,127
348,32,788,161
348,33,91,395
348,34,606,472
349,19,553,79
349,20,804,297
349,21,279,130
349,23,654,305
349,24,184,220
349,26,255,301
349,28,731,424
349,29,139,407
349,30,101,201
349,13,668,126
349,32,789,163
349,33,93,395
349,34,608,471
349,17,314,112
350,19,552,80
350,20,804,295
350,21,280,128
350,23,655,305
350,24,185,218
350,26,256,299
350,28,732,421
350,29,141,400
350,30,99,201
350,13,668,126
350,32,789,166
350,33,95,394
350,34,609,471
350,17,315,112
351,19,551,80
351,20,805,293
351,21,281,127
351,23,655,304
351,24,185,216
351,26,258,297
351,28,733,420
351,29,143,396
351,30,97,201
351,13,670,125
351,32,789,165
351,33,97,394
351,34,610,470
351,17,316,112
352,19,550,80
352,20,805,290
352,21,283,128
352,23,657,305
352,24,186,215
352,26,261,295
352,28,734,418
352,29,145,395
352,30,94,200
352,13,671,124
352,32,788,165
352,33,101,394
352,34,611,470
352,17,317,111
353,19,549,80
353,20,805,288
353,21,284,126
353,23,658,305
353,24,187,214
353,26,265,294
353,28,735,418
353,29,148,394
353,30,91,201
353,13,673,123
353,32,786,164
353,33,104,394
353,34,612,469
353,17,318,110
354,19,548,81
354,20,805,287
354,21,285,125
354,23,659,304
354,24,188,214
354,26,268,294
354,28,736,418
354,29,152,393
354,30,90,201
354,13,673,122
354,32,785,165
354,33,106,393
354,34,612,468
354,17,319,110
355,19,547,82
355,20,806,287
355,21,287,125
355,23,661,303
355,24,189,214
355,26,271,294
355,28,736,418
355,29,157,393
355,30,88,202
355,13,673,121
355,32,785,165
355,33,109,392
355,34,614,468
355,17,320,109
356,19,546,82
356,20,806,287
356,21,288,124
356,23,663,301
356,24,190,214
356,26,275,294
356,28,738,418
356,29,161,393
356,30,86,203
356,13,674,122
356,32,785,165
356,33,110,390
356,34,616,468
356,17,321,109
357,19,545,82
357,20,807,287
357,21,289,124
357,23,665,296
357,24,191,214
357,26,278,293
357,28,739,417
357,29,164,393
357,30,85,205
357,13,675,121
357,32,785,169
357,33,113,387
357,34,617,467
357,17,322,109
358,19,543,82
358,20,808,287
358,21,290,124
358,23,666,292
358,24,191,213
358,26,280,293
358,28,741,415
358,29,165,393
358,30,83,205
358,13,675,121
358,32,785,168
358,33,115,383
358,34,619,467
358,17,323,109
359,19,542,82
359,20,808,287
359,21,291,123
359,23,668,289
359,24,192,212
359,26,283,291
359,28,742,413
359,29,168,392
359,30,83,207
359,13,676,122
359,32,784,170
359,33,117,378
359,34,622,466
359,17,325,109
360,19,541,83
360,20,809,287
360,21,292,122
360,23,669,287
360,24,192,210
360,26,285,290
360,28,743,409
360,29,170,391
360,30,81,208
360,13,677,122
360,32,784,171
360,33,119,372
360,34,627,465
360,17,326,109
361,19,540,83
361,20,810,287
361,21,293,121
361,23,670,286
361,24,193,208
361,26,287,288
361,28,744,403
361,29,172,389
361,30,79,210
361,13,677,122
361,32,783,171
361,33,121,370
361,34,631,465
361,17,327,108
362,19,539,83
362,20,811,286
362,21,294,121
362,23,671,286
362,24,193,206
362,26,288,287
362,28,746,399
362,29,173,386
362,30,77,211
362,13,678,121
362,33,124,369
362,34,635,464
362,17,329,107
363,19,538,84
363,20,811,284
363,21,296,120
363,23,672,286
363,24,194,204
363,26,289,285
363,28,747,397
363,29,174,383
363,30,73,211
363,13,679,119
363,33,127,369
363,34,639,464
363,17,330,106
364,19,537,85
364,20,812,281
364,21,297,119
364,23,674,286
364,24,195,204
364,26,289,283
364,28,748,395
364,29,177,379
364,30,69,210
364,13,679,118
364,33,131,368
364,34,643,464
364,17,331,105
364,32,780,174
365,19,536,86
365,20,812,279
365,21,298,118
365,23,675,286
365,24,195,203
365,26,292,282
365,28,749,394
365,29,179,375
365,30,66,211
365,13,679,117
365,33,134,369
365,34,649,464
365,17,333,103
365,32,779,178
366,19,535,87
366,20,813,277
366,21,298,117
366,23,676,285
366,24,196,203
366,26,295,282
366,28,750,394
366,29,181,373
366,30,64,213
366,13,679,116
366,33,138,369
366,34,652,464
366,17,335,102
366,32,778,176
367,19,535,87
367,21,299,117
367,23,676,284
367,24,196,203
367,26,299,282
367,28,750,395
367,29,182,372
367,30,63,214
367,13,679,116
367,33,140,368
367,34,654,463
367,17,336,101
367,32,778,176
368,19,534,88
368,21,300,116
368,23,677,282
368,24,197,203
368,26,302,281
368,28,751,394
368,29,185,370
368,30,61,217
368,13,680,116
368,33,142,367
368,34,655,463
368,17,337,100
368,32,777,177
369,19,533,88
369,21,301,116
369,23,678,281
369,24,198,203
369,26,303,281
369,28,752,394
369,29,186,369
369,30,58,218
369,13,680,116
369,33,143,366
369,34,655,463
369,17,338,99
369,32,776,177
369,35,478,45
370,19,532,88
370,21,302,115
370,23,679,277
370,24,199,203
370,26,304,280
370,28,754,392
370,29,188,369
370,30,57,220
370,13,681,116
370,33,145,364
370,34,655,462
370,17,339,99
370,32,775,177
370,35,477,45
371,19,531,88
371,21,303,115
371,23,679,273
371,24,201,202
371,26,305,279
371,28,754,391
371,29,191,369
371,30,55,221
371,13,682,115
371,33,146,359
371,34,656,462
371,17,341,98
371,32,775,178
371,35,476,46
372,19,530,88
372,21,305,115
372,23,680,271
372,24,202,200
372,26,307,277
372,28,755,388
372,29,193,369
372,30,53,221
372,13,682,114
372,33,149,355
372,34,657,461
372,17,342,98
372,32,774,178
372,35,475,46
373,19,528,88
373,21,307,115
373,23,681,269
373,24,203,197
373,26,309,275
373,28,756,383
373,29,194,369
373,30,50,221
373,13,683,114
373,33,152,352
373,34,658,461
373,17,343,98
373,32,774,179
373,35,474,47
374,19,527,88
374,21,308,115
374,23,681,268
374,24,203,194
374,26,313,274
374,28,757,377
374,29,196,368
374,30,46,221
374,13,685,112
374,33,153,351
374,34,659,460
374,17,344,96
374,32,773,184
374,35,474,47
375,19,526,88
375,21,310,115
375,23,682,268
375,24,204,193
375,26,316,272
375,28,757,374
375,29,200,368
375,30,43,221
375,13,685,111
375,33,158,350
375,34,659,460
375,17,345,95
375,32,773,195
375,35,473,47
376,19,525,88
376,21,311,114
376,23,683,267
376,24,205,191
376,26,319,271
376,28,758,371
376,29,202,367
376,30,40,221
376,13,685,111
376,33,159,350
376,34,660,460
376,17,346,93
376,32,772,199
376,35,472,47
377,19,525,89
377,21,312,113
377,23,684,266
377,24,206,191
377,26,322,271
377,28,759,371
377,29,204,366
377,30,37,221
377,13,686,111
377,33,160,350
377,34,662,460
377,17,346,92
377,32,772,209
377,35,471,48
378,19,524,89
378,21,312,113
378,23,685,266
378,24,207,191
378,26,324,271
378,28,759,370
378,29,205,361
378,30,35,223
378,13,686,111
378,33,162,350
378,34,663,459
378,17,347,91
378,32,771,209
378,35,471,48
379,19,523,90
379,21,313,113
379,23,687,266
379,24,209,191
379,26,327,271
379,28,760,370
379,29,207,356
379,30,33,224
379,13,687,110
379,33,164,350
379,34,666,459
379,17,349,90
379,32,771,208
379,35,470,48
380,19,522,90
380,23,688,265
380,24,210,191
380,26,330,271
380,28,761,371
380,29,209,352
380,30,32,226
380,13,690,111
380,33,167,350
380,34,668,459
380,32,771,207
380,35,470,49
381,19,521,90
381,23,689,263
381,24,210,191
381,26,332,270
381,28,762,371
381,29,212,350
381,30,30,227
381,13,691,111
381,33,169,349
381,34,670,458
381,32,770,206
381,35,469,48
382,19,520,91
382,23,690,259
382,24,211,190
382,26,333,269
382,28,763,370
382,29,213,348
382,30,29,228
382,13,693,110
382,33,170,347
382,34,673,455
382,32,770,195
382,35,468,48
383,19,519,91
383,23,691,255
383,24,212,189
383,26,335,267
383,28,763,370
383,29,215,347
383,30,28,229
383,13,695,109
383,33,172,344
383,34,676,453
383,32,769,191
383,35,468,49
384,19,518,92
384,23,692,252
384,24,212,187
384,26,336,263
384,28,764,368
384,29,219,347
384,30,26,230
384,13,695,108
384,33,176,338
384,34,679,451
384,32,768,191
384,35,467,50
385,19,516,92
385,23,694,250
385,24,213,185
385,26,336,263
385,28,765,366
385,29,223,346
385,30,24,231
385,13,695,107
385,33,177,334
385,34,682,450
385,32,767,192
385,35,467,50
386,19,515,93
386,23,695,249
386,24,214,183
386,26,337,262
386,28,766,363
386,29,226,346
386,30,19,232
386,13,693,107
386,33,178,332
386,34,686,450
386,32,766,193
386,35,466,50
387,19,514,93
387,23,696,249
387,24,215,182
387,26,338,261
387,28,768,360
387,29,228,346
387,30,16,232
387,13,694,108
387,33,181,331
387,34,688,450
387,32,766,193
387,35,466,51
387,17,361,102
388,19,513,93
388,23,697,249
388,24,217,182
388,26,340,261
388,28,769,356
388,29,229,346
388,30,14,231
388,13,695,107
388,33,182,331
388,34,690,449
388,32,765,193
388,35,465,52
388,17,362,103
388,21,324,108
389,19,512,94
389,23,698,249
389,24,217,181
389,26,343,261
389,28,770,353
389,29,231,345
389,30,12,233
389,13,696,107
389,33,187,329
389,34,693,449
389,32,764,194
389,35,465,53
389,17,363,103
389,21,325,107
390,19,511,94
390,23,699,249
390,24,219,181
390,26,345,261
390,28,771,351
390,29,234,345
390,30,11,236
390,13,696,107
390,33,189,329
390,34,695,445
390,32,764,195
390,35,463,53
390,17,364,103
390,21,327,107
391,19,510,94
391,23,700,249
391,24,221,181
391,26,346,260
391,28,772,351
391,29,236,343
391,30,11,235
391,13,696,106
391,33,192,329
391,34,697,442
391,32,763,203
391,35,462,53
391,17,365,103
391,21,328,107
392,19,509,95
392,23,700,245
392,24,223,181
392,26,347,260
392,28,774,351
392,29,236,341
392,30,11,233
392,13,696,106
392,33,194,330
392,34,698,437
392,32,762,199
392,35,461,53
392,17,367,104
392,21,329,106
393,19,508,96
393,23,701,245
393,24,224,181
393,26,348,259
393,28,775,351
393,29,238,338
393,30,10,233
393,13,697,104
393,33,197,329
393,34,698,432
393,32,760,218
393,35,459,53
393,17,368,105
393,21,329,106
394,19,507,97
394,23,701,239
394,24,225,180
394,26,351,257
394,28,775,351
394,29,240,334
394,13,698,103
394,33,199,328
394,34,699,429
394,32,759,224
394,35,458,54
394,17,368,104
394,21,330,106
394,37,14,352
395,19,506,97
395,23,702,237
395,24,226,179
395,26,353,256
395,28,775,351
395,29,242,331
395,13,698,103
395,33,200,326
395,34,700,428
395,32,758,227
395,35,457,54
395,17,368,103
395,21,331,105
395,37,15,352
396,19,506,97
396,23,703,235
396,24,227,177
396,26,355,253
396,28,776,350
396,29,244,328
396,13,696,101
396,33,201,323
396,34,701,427
396,32,757,212
396,35,457,55
396,17,369,102
396,21,332,105
396,37,15,352
397,19,505,96
397,23,704,234
397,24,228,175
397,26,358,252
397,28,777,348
397,29,246,328
397,13,696,101
397,33,203,320
397,34,702,427
397,32,757,206
397,35,456,55
397,17,370,102
397,21,333,105
397,37,16,352
398,19,504,97
398,23,705,233
398,24,230,174
398,26,361,251
398,28,778,346
398,29,247,327
398,13,696,100
398,33,204,317
398,34,703,427
398,32,756,205
398,35,455,55
398,17,371,102
398,21,333,104
398,37,18,348
399,19,503,97
399,23,706,233
399,24,231,172
399,26,363,250
399,28,778,341
399,29,249,327
399,13,696,100
399,33,206,316
399,34,704,426
399,32,755,205
399,35,454,55
399,17,372,102
399,21,334,103
399,37,19,353
400,19,502,99
400,23,707,233
400,24,232,171
400,26,365,250
400,28,779,336
400,29,251,327
400,13,697,99
400,33,207,315
400,34,706,424
400,32,754,204
400,35,453,55
400,17,373,101
400,21,336,103
400,37,21,354
401,19,501,100
401,23,709,233
401,24,234,172
401,26,367,250
401,28,781,333
401,29,253,327
401,13,698,99
401,33,209,315
401,34,708,421
401,32,753,206
401,35,452,55
401,17,374,102
401,21,338,102
401,37,24,354
402,19,501,100
402,23,709,233
402,24,235,172
402,26,369,250
402,28,782,332
402,29,255,327
402,13,698,99
402,33,211,315
402,34,711,415
402,32,752,206
402,35,451,56
402,17,374,102
402,21,339,102
402,37,28,354
403,19,500,101
403,23,710,233
403,24,237,171
403,26,370,248
403,28,783,331
403,29,256,326
403,13,698,100
403,33,212,315
403,34,713,411
403,32,751,206
403,35,450,56
403,17,375,101
403,21,340,101
403,37,33,352
404,19,499,97
404,23,711,233
404,24,239,171
404,26,372,248
404,28,783,331
404,29,259,326
404,13,699,99
404,33,214,315
404,34,715,407
404,32,751,207
404,35,449,56
404,21,341,100
404,37,35,352
405,19,499,98
405,23,712,231
405,24,240,170
405,26,373,246
405,28,783,331
405,29,261,324
405,13,699,100
405,33,216,314
405,34,718,404
405,32,750,212
405,35,449,56
405,21,343,100
405,37,37,352
406,19,498,100
406,23,713,228
406,24,242,170
406,26,373,243
406,28,784,331
406,29,262,323
406,13,700,98
406,33,219,314
406,34,721,403
406,32,751,217
406,35,448,56
406,21,344,99
406,37,39,350
407,19,498,101
407,23,714,225
407,24,243,169
407,26,374,243
407,28,784,330
407,29,264,321
407,13,700,99
407,33,220,313
407,34,724,403
407,32,750,224
407,35,447,57
407,37,41,349
408,19,497,102
408,23,716,223
408,24,245,167
408,26,374,242
408,28,785,330
408,29,266,316
408,13,701,97
408,33,221,310
408,34,727,403
408,32,750,226
408,35,446,57
408,37,42,345
409,19,496,102
409,23,718,220
409,24,246,165
409,26,374,241
409,28,785,329
409,29,268,312
409,13,702,97
409,33,223,307
409,34,729,402
409,32,749,225
409,35,445,57
409,37,45,342
410,19,495,103
410,23,720,217
410,24,247,164
410,26,376,240
410,28,786,328
410,29,270,309
410,13,703,97
410,33,224,302
410,34,730,401
410,32,749,225
410,35,444,58
410,37,48,338
410,17,383,93
411,19,494,104
411,23,722,216
411,24,248,163
411,26,377,240
411,28,787,327
411,29,272,308
411,13,702,96
411,33,225,299
411,34,732,399
411,32,749,223
411,35,443,58
411,37,52,334
411,17,385,93
413,19,492,106
413,23,729,203
413,24,252,162
413,26,381,240
413,28,789,319
413,29,279,306
413,13,703,96
413,33,229,298
413,34,734,389
413,32,746,221
413,35,442,60
413,37,63,333
413,17,388,92
413,38,32,282
414,19,491,106
414,23,732,207
414,24,254,162
414,26,383,238
414,28,790,315
414,29,284,305
414,13,703,95
414,33,231,296
414,34,735,385
414,35,441,60
414,37,67,332
414,17,389,91
414,38,35,283
415,19,490,106
415,23,734,209
415,24,255,163
415,26,385,236
415,28,791,313
415,29,287,305
415,13,703,94
415,33,233,294
415,34,735,384
415,35,440,60
415,37,71,332
415,17,390,92
415,38,37,283
416,19,489,106
416,23,735,209
416,24,256,163
416,26,387,235
416,28,793,312
416,29,290,306
416,13,703,94
416,33,234,295
416,34,736,383
416,35,439,60
416,37,74,331
416,17,392,91
416,38,39,283
417,19,488,106
417,23,736,210
417,24,258,162
417,26,390,233
417,28,793,312
417,29,291,305
417,13,704,92
417,33,235,296
417,34,737,383
417,35,438,59
417,37,77,330
417,17,393,90
417,38,41,281
418,19,487,107
418,23,736,192
418,24,259,160
418,26,392,232
418,28,794,312
418,29,292,305
418,13,704,91
418,33,237,295
418,34,738,383
418,37,79,329
418,17,395,90
418,38,42,280
419,19,486,106
419,23,736,186
419,24,261,158
419,26,395,232
419,28,795,312
419,29,293,304
419,13,705,89
419,33,239,294
419,34,740,383
419,37,79,325
419,17,395,90
419,38,44,278
420,19,486,107
420,23,736,185
420,24,262,156
420,26,397,232
420,28,796,311
420,29,294,303
420,13,706,89
420,33,241,292
420,34,743,381
420,37,79,320
420,17,397,90
420,38,45,275
421,19,485,107
421,23,737,184
421,24,263,155
421,26,399,232
421,28,797,311
421,29,296,300
421,13,708,89
421,33,241,289
421,34,745,379
421,37,81,315
421,17,397,89
421,38,46,273
422,19,484,100
422,23,738,184
422,24,265,153
422,26,400,232
422,28,797,310
422,29,298,296
422,13,710,88
422,33,243,286
422,34,746,374
422,37,83,315
422,17,399,89
422,38,47,271
422,21,366,112
423,19,483,104
423,23,740,185
423,24,266,152
423,26,403,231
423,28,798,309
423,29,299,293
423,13,710,88
423,33,246,284
423,34,747,369
423,37,85,313
423,17,400,89
423,38,49,270
423,21,368,113
424,19,482,107
424,23,741,187
424,24,268,153
424,26,405,229
424,28,798,306
424,29,300,292
424,13,709,88
424,33,248,283
424,34,749,366
424,37,86,313
424,17,401,89
424,38,51,270
424,21,369,112
425,19,481,108
425,23,743,188
425,24,270,153
425,26,405,228
425,28,799,303
425,29,302,291
425,13,707,88
425,33,249,283
425,34,751,365
425,37,93,312
425,17,402,89
425,38,52,270
425,21,370,112
426,19,480,109
426,23,744,189
426,24,271,153
426,26,406,226
426,28,799,299
426,29,305,292
426,13,707,88
426,33,251,283
426,34,753,364
426,37,100,311
426,17,403,89
426,38,53,270
426,21,372,112
427,19,480,111
427,23,746,190
427,24,273,141
427,26,407,224
427,28,800,295
427,29,307,292
427,13,707,88
427,33,252,283
427,34,755,364
427,37,103,310
427,17,404,89
427,38,58,270
427,21,373,112
428,19,479,112
428,23,747,192
428,24,275,136
428,26,407,223
428,28,801,293
428,29,309,291
428,13,707,87
428,33,253,283
428,34,758,364
428,37,106,307
428,17,404,88
428,38,59,271
428,21,375,112
429,19,478,113
429,23,749,192
429,24,277,136
429,26,408,222
429,28,801,294
429,29,310,291
429,13,707,87
429,33,255,283
429,34,759,363
429,37,107,307
429,17,406,88
429,38,60,271
429,21,377,112
430,19,477,113
430,23,751,193
430,24,278,135
430,26,408,222
430,28,802,296
430,29,312,291
430,13,708,87
430,33,258,282
430,34,761,361
430,37,108,306
430,17,407,87
430,38,62,270
430,21,379,112
431,19,476,113
431,23,753,193
431,24,279,134
431,26,409,223
431,28,802,296
431,29,315,291
431,13,710,87
431,33,260,281
431,34,762,360
431,37,109,302
431,17,408,86
431,38,63,269
431,21,381,111
432,19,475,113
432,23,755,193
432,24,280,139
432,26,411,223
432,28,803,296
432,29,316,290
432,13,712,86
432,33,262,280
432,34,762,357
432,37,112,300
432,17,409,85
432,38,66,268
432,21,382,111
433,19,474,112
433,23,757,193
433,24,281,137
433,26,412,223
433,28,803,296
433,29,318,289
433,13,715,86
433,33,264,278
433,34,762,351
433,37,115,297
433,38,69,267
433,21,384,111
434,19,474,113
434,23,758,192
434,24,283,132
434,26,413,222
434,28,804,296
434,29,320,288
434,13,715,84
434,33,266,274
434,34,762,348
434,37,118,295
434,38,72,265
434,21,385,110
434,40,14,265
435,19,473,113
435,23,760,192
435,24,284,129
435,26,415,221
435,28,804,294
435,29,321,285
435,13,716,84
435,33,267,271
435,34,764,347
435,37,120,294
435,38,75,262
435,21,387,110
435,40,15,261
436,19,472,113
436,23,761,191
436,24,286,129
436,26,417,220
436,28,804,290
436,29,323,279
436,13,715,84
436,33,267,270
436,34,765,346
436,37,123,293
436,38,76,260
436,21,388,110
436,40,16,259
437,19,471,114
437,23,762,191
437,24,287,128
437,26,419,218
437,28,805,286
437,29,325,277
437,13,716,85
437,33,268,269
437,34,764,346
437,37,125,293
437,38,79,259
437,21,390,110
437,40,17,259
437,41,58,252
437,17,415,82
438,19,470,115
438,23,763,191
438,24,289,127
438,26,421,216
438,28,806,285
438,29,327,276
438,13,716,85
438,33,269,269
438,34,765,346
438,37,128,293
438,38,80,258
438,21,393,110
438,40,18,257
438,41,60,249
438,17,416,82
439,19,469,115
439,23,765,190
439,24,291,126
439,26,423,215
439,28,807,283
439,29,329,275
439,13,715,85
439,33,273,268
439,34,766,345
439,37,130,293
439,38,81,257
439,21,394,110
439,40,18,256
439,41,62,246
439,17,416,80
440,19,468,116
440,23,766,190
440,24,292,125
440,26,425,214
440,28,807,282
440,29,330,274
440,13,715,85
440,33,276,267
440,34,768,345
440,37,133,292
440,38,82,257
440,21,395,110
440,40,19,255
440,41,64,245
440,17,416,79
441,19,467,117
441,23,768,190
441,24,294,123
441,26,427,214
441,28,808,280
441,29,332,273
441,13,715,83
441,33,279,267
441,34,769,344
441,37,135,290
441,38,84,256
441,21,395,111
441,40,20,255
441,41,65,245
441,17,418,79
442,19,466,117
442,23,769,189
442,24,296,123
442,26,429,213
442,28,808,279
442,29,336,273
442,13,715,81
442,33,281,267
442,34,770,341
442,37,137,288
442,38,86,256
442,21,396,111
442,40,22,256
442,41,67,247
442,17,419,79
443,19,465,118
443,23,769,185
443,24,297,122
443,26,431,213
443,28,809,278
443,29,338,272
443,13,716,80
443,33,282,267
443,34,771,337
443,37,139,287
443,38,88,256
443,21,398,111
443,40,24,256
443,41,69,248
443,17,419,78
444,19,463,118
444,23,770,183
444,24,299,122
444,26,433,213
444,28,809,277
444,29,341,273
444,13,716,80
444,33,283,266
444,34,772,333
444,37,141,281
444,38,90,256
444,21,399,111
444,40,26,255
444,41,70,249
444,17,420,78
444,32,721,247
445,19,462,118
445,23,772,180
445,24,300,121
445,26,434,213
445,28,810,275
445,29,343,273
445,13,716,79
445,33,284,265
445,34,772,330
445,37,143,278
445,38,93,256
445,21,403,110
445,40,28,254
445,41,72,248
445,17,421,78
445,32,720,248
446,19,460,119
446,23,772,179
446,24,301,121
446,26,436,212
446,28,810,274
446,29,344,273
446,13,715,79
446,33,285,263
446,34,774,329
446,37,144,278
446,38,94,255
446,21,406,109
446,40,29,255
446,41,73,247
446,32,719,250
446,42,10,244
447,19,459,119
447,23,774,179
447,24,302,121
447,26,437,210
447,28,810,273
447,29,346,272
447,13,713,79
447,33,288,261
447,34,775,328
447,37,147,277
447,38,95,253
447,21,408,109
447,40,31,255
447,41,75,248
447,32,718,251
447,42,10,244
448,19,458,119
448,23,775,179
448,24,304,120
448,26,438,208
448,28,811,273
448,29,347,271
448,13,713,79
448,33,290,257
448,34,776,328
448,37,149,276
448,38,97,251
448,21,409,109
448,40,32,254
448,41,76,247
448,32,717,253
